year,ID,Estimate; HOUSEHOLDS BY TYPE - Total households,Estimate; HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,Estimate; HOUSEHOLDS BY TYPE - Households with one or more people 65 years and over,Estimate; HOUSEHOLDS BY TYPE - Average household size,Estimate; HOUSEHOLDS BY TYPE - Average family size,Estimate; RELATIONSHIP - Population in households,Estimate; MARITAL STATUS - Males 15 years and over,Estimate; MARITAL STATUS - Females 15 years and over,Estimate; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years,Estimate; GRANDPARENTS - Number of grandparents responsible for own grandchildren under 18 years,Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over,Estimate; VETERAN STATUS - Civilian population 18 years and over,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over,Estimate; PLACE OF BIRTH - Total population,Estimate; U.S. CITIZENSHIP STATUS - Foreign-born population,Estimate; YEAR OF ENTRY - Population born outside the United States,Estimate; YEAR OF ENTRY - Native,Estimate; YEAR OF ENTRY - Foreign born,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population£» excluding population born at sea,Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over,Estimate; ANCESTRY - Total population,number
6,51183,3793.0,1047.0,1402.0,1.75,2.07,6623.0,7238.0,3709.0,207.0,101.0,1774.0,9794.0,10776.0,11688.0,11733.0,340.0,385.0,45.0,340.0,340.0,11371.0,11733.0,45
0,51185,18015.0,5484.0,5311.0,2.45,2.91,44058.0,18125.0,18993.0,882.0,552.0,9619.0,32115.0,35483.0,44304.0,44706.0,659.0,814.0,155.0,659.0,659.0,42418.0,44706.0,509
1,51185,18019.0,5331.0,5316.0,2.43,2.89,43797.0,18256.0,19061.0,940.0,585.0,9558.0,32391.0,35730.0,44398.0,44807.0,555.0,717.0,162.0,555.0,555.0,42452.0,44807.0,464
2,51185,18136.0,5443.0,5421.0,2.41,2.86,43622.0,18448.0,18998.0,998.0,670.0,9477.0,32378.0,35830.0,44482.0,44846.0,401.0,539.0,138.0,401.0,401.0,42467.0,44846.0,533
3,51185,18294.0,5408.0,5606.0,2.37,2.85,43386.0,18405.0,18952.0,1027.0,620.0,9094.0,32241.0,35720.0,44241.0,44664.0,362.0,461.0,99.0,362.0,362.0,42351.0,44664.0,678
4,51185,18306.0,5164.0,5811.0,2.35,2.86,42939.0,18256.0,18908.0,1049.0,605.0,8990.0,31931.0,35546.0,43883.0,44331.0,324.0,519.0,195.0,324.0,324.0,42028.0,44331.0,886
5,51185,17832.0,4989.0,5775.0,2.38,2.91,42362.0,18266.0,18561.0,1250.0,728.0,8752.0,31619.0,35241.0,43417.0,43870.0,378.0,539.0,161.0,378.0,378.0,41643.0,43870.0,877
6,51185,17595.0,4899.0,6072.0,2.38,2.91,41835.0,18047.0,18444.0,1255.0,709.0,8368.0,31344.0,34911.0,42896.0,43367.0,355.0,499.0,144.0,355.0,355.0,41178.0,43367.0,912
0,51187,14160.0,4948.0,3408.0,2.58,3.12,36559.0,14653.0,14949.0,958.0,310.0,8913.0,24876.0,27901.0,36517.0,37044.0,1291.0,1791.0,500.0,1291.0,1291.0,34677.0,37044.0,427
1,51187,14203.0,4869.0,3457.0,2.58,3.13,36629.0,14781.0,15127.0,1021.0,337.0,9137.0,25222.0,28263.0,36851.0,37323.0,1376.0,1850.0,474.0,1376.0,1376.0,34955.0,37323.0,505
2,51187,14349.0,4828.0,3574.0,2.57,3.09,36849.0,14911.0,15156.0,1020.0,361.0,9048.0,25441.0,28534.0,37094.0,37567.0,1324.0,1606.0,282.0,1324.0,1324.0,35191.0,37567.0,507
3,51187,14387.0,4718.0,3621.0,2.58,3.06,37102.0,15106.0,15241.0,657.0,115.0,9356.0,25755.0,28863.0,37335.0,37836.0,1385.0,1666.0,281.0,1385.0,1385.0,35565.0,37836.0,503
4,51187,14324.0,4977.0,3669.0,2.61,3.09,37391.0,15289.0,15460.0,868.0,210.0,8899.0,26074.0,29260.0,37605.0,38142.0,1366.0,1700.0,334.0,1366.0,1366.0,35896.0,38142.0,547
5,51187,14364.0,4912.0,3781.0,2.62,3.1,37684.0,15571.0,15603.0,1125.0,312.0,9230.0,26368.0,29602.0,38071.0,38481.0,1316.0,1781.0,465.0,1316.0,1316.0,36251.0,38481.0,431
6,51187,14174.0,4841.0,3894.0,2.68,3.11,38014.0,15740.0,15759.0,1157.0,341.0,8958.0,26608.0,29948.0,38293.0,38807.0,1247.0,1726.0,479.0,1247.0,1247.0,36543.0,38807.0,442
0,51191,22711.0,6642.0,6659.0,2.33,2.72,52863.0,22153.0,23307.0,1343.0,658.0,11579.0,39200.0,43481.0,53701.0,54322.0,562.0,709.0,147.0,562.0,562.0,51609.0,54322.0,321
1,51191,23064.0,7011.0,6829.0,2.3,2.69,53143.0,22324.0,23459.0,1356.0,649.0,11564.0,39428.0,43853.0,53965.0,54628.0,538.0,672.0,134.0,538.0,538.0,51900.0,54628.0,474
2,51191,22913.0,6787.0,6931.0,2.32,2.75,53184.0,22306.0,23547.0,1192.0,572.0,11371.0,39609.0,43959.0,54024.0,54691.0,576.0,792.0,216.0,576.0,576.0,51986.0,54691.0,455
3,51191,22755.0,6513.0,7093.0,2.34,2.83,53308.0,22417.0,23545.0,1206.0,479.0,11631.0,39616.0,44070.0,54156.0,54804.0,728.0,951.0,223.0,728.0,728.0,52119.0,54804.0,406
4,51191,22842.0,6410.0,7437.0,2.33,2.85,53330.0,22595.0,23454.0,1251.0,475.0,11742.0,39667.0,44192.0,54202.0,54833.0,774.0,996.0,222.0,774.0,774.0,52245.0,54833.0,419
5,51191,22673.0,6249.0,7608.0,2.35,2.88,53170.0,22700.0,23435.0,1192.0,517.0,11723.0,39734.0,44233.0,54142.0,54759.0,843.0,1007.0,164.0,843.0,843.0,52234.0,54759.0,361
6,51191,22512.0,5983.0,7727.0,2.35,2.89,52930.0,22714.0,23437.0,1063.0,568.0,11812.0,39783.0,44192.0,54090.0,54562.0,879.0,1059.0,180.0,879.0,879.0,52164.0,54562.0,469
0,51193,7135.0,1795.0,2656.0,2.42,2.94,17237.0,6881.0,7600.0,749.0,188.0,3566.0,12494.0,13601.0,17045.0,17237.0,697.0,808.0,111.0,697.0,697.0,16414.0,17237.0,107
1,51193,7077.0,1636.0,2693.0,2.44,2.99,17266.0,7024.0,7676.0,672.0,224.0,3457.0,12598.0,13822.0,17193.0,17386.0,687.0,756.0,69.0,687.0,687.0,16523.0,17386.0,118
2,51193,7077.0,1475.0,2783.0,2.45,3.06,17350.0,7032.0,7597.0,548.0,191.0,3613.0,12616.0,13958.0,17315.0,17468.0,545.0,604.0,59.0,545.0,545.0,16614.0,17468.0,143
3,51193,7130.0,1507.0,2783.0,2.44,3.1,17410.0,6976.0,7706.0,670.0,246.0,3588.0,12677.0,14080.0,17408.0,17532.0,599.0,638.0,39.0,599.0,599.0,16606.0,17532.0,96
4,51193,6981.0,1540.0,2661.0,2.49,3.14,17397.0,6966.0,7719.0,764.0,236.0,3451.0,12852.0,14139.0,17401.0,17518.0,634.0,671.0,37.0,634.0,634.0,16595.0,17518.0,142
5,51193,6944.0,1472.0,2616.0,2.51,3.18,17434.0,6838.0,7798.0,575.0,202.0,3510.0,12713.0,14073.0,17451.0,17557.0,570.0,633.0,63.0,570.0,570.0,16585.0,17557.0,132
6,51193,7124.0,1464.0,2740.0,2.44,3.06,17403.0,6935.0,7651.0,418.0,122.0,3620.0,12916.0,14104.0,17358.0,17528.0,581.0,685.0,104.0,581.0,581.0,16585.0,17528.0,159
0,51195,15750.0,4853.0,4086.0,2.48,3.01,39087.0,17766.0,16709.0,1204.0,611.0,8764.0,28720.0,32828.0,41052.0,41496.0,589.0,667.0,78.0,589.0,589.0,39204.0,41496.0,514
1,51195,15477.0,4861.0,4093.0,2.5,2.99,38668.0,17875.0,16635.0,1149.0,627.0,9003.0,28716.0,32866.0,41067.0,41505.0,710.0,786.0,76.0,710.0,710.0,39230.0,41505.0,578
2,51195,15673.0,4874.0,4265.0,2.45,2.97,38470.0,17843.0,16516.0,1148.0,763.0,8995.0,28592.0,32750.0,40866.0,41361.0,675.0,819.0,144.0,675.0,675.0,39094.0,41361.0,722
3,51195,15406.0,4595.0,4283.0,2.48,2.99,38229.0,17749.0,16465.0,1124.0,758.0,9069.0,28421.0,32682.0,40654.0,41154.0,636.0,800.0,164.0,636.0,636.0,38950.0,41154.0,819
4,51195,15517.0,4697.0,4522.0,2.44,2.94,37892.0,17673.0,16318.0,1156.0,794.0,9009.0,28296.0,32482.0,40432.0,40872.0,635.0,769.0,134.0,635.0,635.0,38667.0,40872.0,714
5,51195,15254.0,4648.0,4603.0,2.46,3.0,37482.0,17514.0,16207.0,1073.0,758.0,8867.0,28104.0,32269.0,40170.0,40530.0,508.0,663.0,155.0,508.0,508.0,38218.0,40530.0,622
6,51195,15225.0,4719.0,4640.0,2.44,2.96,37137.0,17284.0,16065.0,1063.0,724.0,8734.0,27966.0,31937.0,39709.0,40074.0,469.0,722.0,253.0,469.0,469.0,37889.0,40074.0,366
0,51197,11665.0,3154.0,3509.0,2.46,2.98,28743.0,11431.0,12410.0,662.0,367.0,6181.0,20699.0,22766.0,28792.0,29005.0,107.0,219.0,112.0,107.0,107.0,27424.0,29005.0,406
1,51197,11610.0,3086.0,3448.0,2.48,3.04,28751.0,11675.0,12464.0,565.0,392.0,6297.0,20833.0,22934.0,28867.0,29116.0,128.0,254.0,126.0,128.0,128.0,27592.0,29116.0,495
2,51197,11610.0,3087.0,3539.0,2.49,3.02,28856.0,11644.0,12530.0,536.0,378.0,6231.0,20865.0,23012.0,29004.0,29203.0,182.0,308.0,126.0,182.0,182.0,27676.0,29203.0,554
3,51197,11656.0,3126.0,3697.0,2.48,3.02,28955.0,11775.0,12576.0,466.0,373.0,6086.0,21097.0,23201.0,29011.0,29274.0,276.0,373.0,97.0,276.0,276.0,27782.0,29274.0,596
4,51197,11984.0,3201.0,3820.0,2.42,2.99,28969.0,11802.0,12599.0,533.0,331.0,5856.0,21122.0,23206.0,29017.0,29259.0,286.0,334.0,48.0,286.0,286.0,27806.0,29259.0,615
5,51197,11863.0,3317.0,3846.0,2.44,2.97,28905.0,11774.0,12585.0,603.0,300.0,5592.0,21175.0,23228.0,28959.0,29190.0,299.0,359.0,60.0,299.0,299.0,27791.0,29190.0,611
6,51197,12039.0,3225.0,3982.0,2.4,2.92,28900.0,11692.0,12629.0,596.0,239.0,5614.0,21223.0,23261.0,28984.0,29171.0,263.0,306.0,43.0,263.0,263.0,27738.0,29171.0,492
0,51199,24002.0,9657.0,5353.0,2.61,2.98,62575.0,24907.0,26254.0,744.0,364.0,19359.0,42288.0,43123.0,64009.0,64846.0,4584.0,6559.0,1975.0,4584.0,4584.0,61184.0,64846.0,215
1,51199,24259.0,9647.0,5450.0,2.64,2.97,64045.0,25167.0,26507.0,656.0,315.0,19312.0,42660.0,44513.0,64434.0,65289.0,4523.0,6509.0,1986.0,4523.0,4523.0,61620.0,65289.0,233
2,51199,24008.0,9618.0,5617.0,2.68,3.02,64303.0,25332.0,26654.0,797.0,280.0,19161.0,42963.0,45052.0,64670.0,65503.0,4509.0,6367.0,1858.0,4509.0,4509.0,61832.0,65503.0,280
3,51199,24071.0,9618.0,5719.0,2.69,3.05,64712.0,25576.0,26774.0,1008.0,404.0,19109.0,43167.0,45576.0,64994.0,65762.0,4574.0,6565.0,1991.0,4574.0,4574.0,62109.0,65762.0,220
4,51199,23970.0,9075.0,6017.0,2.71,3.08,64919.0,25768.0,26886.0,999.0,391.0,18990.0,43351.0,46377.0,65107.0,65808.0,5026.0,7033.0,2007.0,5026.0,5026.0,62202.0,65808.0,196
5,51199,23997.0,8952.0,6336.0,2.73,3.08,65559.0,26083.0,27236.0,1173.0,555.0,18577.0,43962.0,47225.0,65915.0,66471.0,5156.0,7292.0,2136.0,5156.0,5156.0,62837.0,66471.0,139
6,51199,23872.0,9032.0,6499.0,2.76,3.11,65918.0,26238.0,27481.0,1099.0,526.0,18751.0,44447.0,47264.0,66390.0,66919.0,5410.0,7492.0,2082.0,5410.0,5410.0,63202.0,66919.0,238
0,51510,63738.0,12787.0,9086.0,2.08,2.96,132259.0,54448.0,59682.0,1221.0,388.0,25790.0,101028.0,109099.0,131441.0,133647.0,32101.0,35652.0,3551.0,32101.0,32101.0,124164.0,133647.0,427
1,51510,64217.0,13144.0,9417.0,2.1,3.0,135125.0,55696.0,60901.0,1213.0,458.0,27796.0,103650.0,111404.0,134746.0,136968.0,33585.0,36757.0,3172.0,33585.0,33585.0,127146.0,136968.0,123
2,51510,64729.0,13358.0,9747.0,2.14,3.02,138653.0,56930.0,62321.0,1330.0,428.0,28830.0,106444.0,113822.0,137982.0,140337.0,35214.0,38630.0,3416.0,35214.0,35214.0,130236.0,140337.0,63
3,51510,65369.0,13887.0,10053.0,2.17,3.06,142113.0,58409.0,63369.0,1338.0,478.0,29281.0,109116.0,116672.0,141153.0,143684.0,37855.0,41148.0,3293.0,37855.0,37855.0,133221.0,143684.0,301
4,51510,65916.0,14546.0,10375.0,2.2,3.08,144962.0,59291.0,64524.0,1819.0,557.0,29831.0,111478.0,118733.0,143720.0,146422.0,38973.0,42216.0,3243.0,38973.0,38973.0,135633.0,146422.0,163.5
5,51510,66879.0,15194.0,10798.0,2.21,3.05,147960.0,60209.0,65725.0,2117.0,662.0,29434.0,113816.0,120588.0,146525.0,149315.0,40988.0,44713.0,3725.0,40988.0,40988.0,138184.0,149315.0,26
6,51510,68063.0,15501.0,11280.0,2.2,3.04,150068.0,60828.0,66579.0,2051.0,492.0,29505.0,115156.0,122046.0,148804.0,151473.0,42076.0,46225.0,4149.0,42076.0,42076.0,140293.0,151473.0,101
0,51520,7948.0,2151.0,2599.0,2.17,2.77,17263.0,6625.0,7926.0,564.0,420.0,4196.0,12456.0,14003.0,17431.0,17704.0,146.0,201.0,55.0,146.0,146.0,16674.0,17704.0,276
1,51520,7873.0,2156.0,2598.0,2.18,2.75,17137.0,6649.0,7969.0,551.0,398.0,4030.0,12485.0,14038.0,17493.0,17718.0,216.0,269.0,53.0,216.0,216.0,16659.0,17718.0,171.5
2,51520,7757.0,2217.0,2566.0,2.22,2.82,17217.0,6676.0,7995.0,528.0,301.0,3994.0,12488.0,14094.0,17520.0,17747.0,226.0,272.0,46.0,226.0,226.0,16734.0,17747.0,67
3,51520,7674.0,2199.0,2570.0,2.25,2.85,17230.0,6656.0,7989.0,484.0,251.0,3992.0,12528.0,14070.0,17538.0,17713.0,277.0,332.0,55.0,277.0,277.0,16749.0,17713.0,286
4,51520,7764.0,2301.0,2555.0,2.21,2.71,17151.0,6683.0,7892.0,400.0,176.0,3900.0,12435.0,13971.0,17441.0,17595.0,284.0,347.0,63.0,284.0,284.0,16676.0,17595.0,30
5,51520,7718.0,2346.0,2604.0,2.22,2.77,17119.0,6618.0,7847.0,386.0,169.0,3878.0,12375.0,13854.0,17366.0,17524.0,335.0,395.0,60.0,335.0,335.0,16619.0,17524.0,2
6,51520,7671.0,2304.0,2634.0,2.21,2.77,16923.0,6585.0,7615.0,626.0,338.0,3822.0,12269.0,13634.0,17162.0,17340.0,221.0,287.0,66.0,221.0,221.0,16493.0,17340.0,60.166666666666664
0,51530,2693.0,794.0,899.0,2.43,2.93,6556.0,2499.0,2988.0,102.0,47.0,1830.0,4268.0,5214.0,6626.0,6653.0,16.0,25.0,9.0,16.0,16.0,6310.0,6653.0,44
1,51530,2681.0,830.0,880.0,2.33,2.87,6258.0,2538.0,2931.0,127.0,80.0,1942.0,4202.0,5217.0,6618.0,6647.0,18.0,58.0,40.0,18.0,18.0,6292.0,6647.0,42.125
2,51530,2732.0,940.0,898.0,2.29,2.84,6266.0,2548.0,2990.0,175.0,91.0,1894.0,4305.0,5312.0,6585.0,6679.0,40.0,80.0,40.0,40.0,40.0,6338.0,6679.0,69.625
3,51530,2738.0,943.0,876.0,2.29,2.78,6272.0,2502.0,2972.0,119.0,59.0,1898.0,4348.0,5280.0,6584.0,6699.0,40.0,67.0,27.0,40.0,40.0,6310.0,6699.0,99
4,51530,2741.0,1023.0,894.0,2.27,2.75,6221.0,2616.0,2931.0,140.0,99.0,1829.0,4172.0,5298.0,6530.0,6683.0,52.0,82.0,30.0,52.0,52.0,6301.0,6683.0,12
5,51530,2737.0,1084.0,806.0,2.26,2.73,6175.0,2567.0,2957.0,79.0,52.0,1891.0,4106.0,5236.0,6500.0,6666.0,49.0,80.0,31.0,49.0,49.0,6279.0,6666.0,9.0
6,51530,2709.0,955.0,832.0,2.27,2.76,6146.0,2465.0,2980.0,62.0,28.0,1893.0,4129.0,5226.0,6461.0,6610.0,45.0,52.0,7.0,45.0,45.0,6272.0,6610.0,6
0,51540,17290.0,3612.0,3187.0,2.22,2.94,38381.0,17390.0,19546.0,571.0,237.0,17401.0,23696.0,35750.0,41934.0,42267.0,4972.0,5777.0,805.0,4972.0,4972.0,40103.0,42267.0,264
1,51540,17387.0,3536.0,3052.0,2.26,2.99,39295.0,17675.0,19733.0,488.0,238.0,17803.0,23982.0,36318.0,42365.0,42758.0,5232.0,5915.0,683.0,5232.0,5232.0,40514.0,42758.0,136.0
2,51540,17319.0,3653.0,3024.0,2.31,3.0,39988.0,17849.0,19867.0,596.0,262.0,17898.0,24772.0,36622.0,42788.0,43223.0,5357.0,6094.0,737.0,5357.0,5357.0,40929.0,43223.0,8
3,51540,17443.0,3581.0,3100.0,2.33,3.02,40690.0,18123.0,19963.0,482.0,171.0,17838.0,25614.0,37088.0,43315.0,43663.0,5366.0,6112.0,746.0,5366.0,5366.0,41317.0,43663.0,280
4,51540,17604.0,3872.0,3143.0,2.37,2.98,41703.0,18423.0,20253.0,456.0,214.0,17227.0,26533.0,37626.0,44082.0,44505.0,5247.0,6175.0,928.0,5247.0,5247.0,42055.0,44505.0,65
5,51540,17752.0,3841.0,3145.0,2.39,3.02,42414.0,18806.0,20362.0,476.0,241.0,16395.0,27803.0,38067.0,44700.0,45084.0,5370.0,6282.0,912.0,5370.0,5370.0,42611.0,45084.0,40.5
6,51540,17980.0,4250.0,3132.0,2.39,2.97,42969.0,19005.0,20470.0,442.0,211.0,15850.0,28530.0,38314.0,45112.0,45538.0,5534.0,6335.0,801.0,5534.0,5534.0,43027.0,45538.0,16
0,51550,78778.0,32685.0,16086.0,2.73,3.16,215277.0,82706.0,89680.0,6169.0,2166.0,61948.0,141347.0,154919.0,216383.0,219268.0,9652.0,13623.0,3971.0,9652.0,9652.0,204951.0,219268.0,881
1,51550,78898.0,32716.0,16393.0,2.74,3.16,216439.0,83588.0,90578.0,6096.0,2039.0,62976.0,142953.0,157123.0,217837.0,220837.0,10265.0,14105.0,3840.0,10265.0,10265.0,206532.0,220837.0,12
2,51550,79380.0,31925.0,17033.0,2.75,3.18,218216.0,84950.0,91740.0,6319.0,2069.0,63903.0,145213.0,159546.0,220449.0,223233.0,10694.0,14494.0,3800.0,10694.0,10694.0,208881.0,223233.0,538.5
3,51550,79421.0,31254.0,17357.0,2.77,3.21,219991.0,86244.0,92792.0,6597.0,2012.0,64248.0,147330.0,162001.0,222717.0,225597.0,10852.0,14473.0,3621.0,10852.0,10852.0,211165.0,225597.0,1065
4,51550,80388.0,31125.0,18043.0,2.76,3.21,221916.0,87704.0,93867.0,7031.0,2580.0,64216.0,149636.0,164827.0,225082.0,228168.0,10805.0,14692.0,3887.0,10805.0,10805.0,213662.0,228168.0,88
5,51550,81518.0,31723.0,18631.0,2.75,3.19,224025.0,88975.0,95163.0,6829.0,2697.0,64723.0,152122.0,167393.0,227383.0,230601.0,11478.0,15642.0,4164.0,11478.0,11478.0,216096.0,230601.0,114.0
6,51550,82573.0,31214.0,19517.0,2.74,3.19,226397.0,90110.0,96367.0,7045.0,2615.0,64786.0,154583.0,169690.0,229894.0,233194.0,11587.0,16383.0,4796.0,11587.0,11587.0,218480.0,233194.0,140
0,51570,7075.0,2048.0,2280.0,2.46,3.05,17400.0,6490.0,7792.0,385.0,166.0,3950.0,12075.0,13491.0,17422.0,17472.0,941.0,1271.0,330.0,941.0,941.0,16608.0,17472.0,190
1,51570,7136.0,1959.0,2328.0,2.42,3.04,17246.0,6451.0,7892.0,356.0,172.0,3878.0,11995.0,13524.0,17406.0,17439.0,828.0,1129.0,301.0,828.0,828.0,16556.0,17439.0,146.8
2,51570,7004.0,2049.0,2361.0,2.46,3.04,17239.0,6434.0,7809.0,370.0,160.0,4023.0,11924.0,13531.0,17366.0,17426.0,917.0,1335.0,418.0,917.0,917.0,16532.0,17426.0,186.3
3,51570,7017.0,2060.0,2350.0,2.46,3.07,17287.0,6488.0,7748.0,416.0,186.0,4190.0,12018.0,13453.0,17417.0,17481.0,909.0,1447.0,538.0,909.0,909.0,16530.0,17481.0,269
4,51570,7025.0,2176.0,2391.0,2.47,3.04,17353.0,6409.0,7762.0,478.0,209.0,4033.0,12033.0,13385.0,17383.0,17542.0,983.0,1478.0,495.0,983.0,983.0,16440.0,17542.0,9
5,51570,7106.0,2090.0,2504.0,2.44,3.07,17333.0,6445.0,7774.0,494.0,172.0,4149.0,12059.0,13388.0,17349.0,17515.0,1135.0,1678.0,543.0,1135.0,1135.0,16457.0,17515.0,9.5
6,51570,7206.0,2248.0,2539.0,2.41,3.03,17368.0,6465.0,7767.0,550.0,174.0,3999.0,12254.0,13527.0,17377.0,17554.0,1316.0,1888.0,572.0,1316.0,1316.0,16506.0,17554.0,10
0,51580,2641.0,661.0,813.0,2.27,2.9,5989.0,2291.0,2637.0,64.0,10.0,1247.0,4145.0,4689.0,5920.0,5989.0,53.0,75.0,22.0,53.0,53.0,5683.0,5989.0,4.0
1,51580,2546.0,658.0,845.0,2.34,3.02,5957.0,2382.0,2555.0,80.0,18.0,1337.0,4058.0,4701.0,5898.0,5982.0,87.0,117.0,30.0,87.0,87.0,5686.0,5982.0,4.0
2,51580,2584.0,717.0,841.0,2.27,3.03,5862.0,2437.0,2427.0,146.0,60.0,1224.0,4063.0,4638.0,5800.0,5903.0,72.0,91.0,19.0,72.0,72.0,5556.0,5903.0,4.0
3,51580,2545.0,679.0,826.0,2.29,3.06,5827.0,2386.0,2484.0,164.0,80.0,1220.0,3992.0,4590.0,5819.0,5880.0,118.0,149.0,31.0,118.0,118.0,5552.0,5880.0,4.0
4,51580,2468.0,750.0,819.0,2.34,3.06,5787.0,2482.0,2322.0,184.0,100.0,1242.0,3992.0,4488.0,5773.0,5853.0,79.0,93.0,14.0,79.0,79.0,5539.0,5853.0,4.0
5,51580,2476.0,787.0,870.0,2.28,3.01,5654.0,2423.0,2314.0,190.0,106.0,1129.0,3976.0,4419.0,5659.0,5736.0,85.0,149.0,64.0,85.0,85.0,5435.0,5736.0,4.0
6,51580,2472.0,807.0,879.0,2.25,2.91,5564.0,2373.0,2313.0,201.0,105.0,1054.0,3922.0,4421.0,5572.0,5650.0,105.0,181.0,76.0,105.0,105.0,5352.0,5650.0,4.0
0,51590,19448.0,5744.0,5843.0,2.14,2.78,41686.0,16078.0,20002.0,1306.0,684.0,10773.0,30072.0,34320.0,43203.0,43787.0,1360.0,1521.0,161.0,1360.0,1360.0,41148.0,43787.0,332
1,51590,18938.0,5221.0,6020.0,2.21,2.92,41865.0,15920.0,19827.0,1443.0,755.0,10949.0,29884.0,34106.0,42871.0,43433.0,1407.0,1601.0,194.0,1407.0,1407.0,40757.0,43433.0,265.25
2,51590,18986.0,5209.0,6029.0,2.19,2.91,41628.0,15807.0,19663.0,1461.0,803.0,10422.0,29644.0,33889.0,42683.0,43185.0,1306.0,1486.0,180.0,1306.0,1306.0,40456.0,43185.0,273.25
3,51590,18659.0,5019.0,5938.0,2.22,2.91,41417.0,15663.0,19549.0,1410.0,769.0,10500.0,29505.0,33718.0,42542.0,42996.0,1474.0,1774.0,300.0,1474.0,1474.0,40233.0,42996.0,348
4,51590,18520.0,5066.0,5935.0,2.22,2.87,41124.0,15625.0,19249.0,1246.0,700.0,10455.0,29264.0,33382.0,42292.0,42704.0,1432.0,1824.0,392.0,1432.0,1432.0,39899.0,42704.0,273.25
5,51590,18559.0,4842.0,6067.0,2.2,2.88,40869.0,15526.0,19139.0,1080.0,669.0,10391.0,29209.0,33200.0,42145.0,42450.0,1320.0,1711.0,391.0,1320.0,1320.0,39726.0,42450.0,120.25
6,51590,18653.0,4758.0,6066.0,2.19,2.85,40791.0,15482.0,19057.0,974.0,588.0,10335.0,29166.0,33051.0,41996.0,42360.0,1377.0,1719.0,342.0,1377.0,1377.0,39705.0,42360.0,42
0,51595,2406.0,658.0,617.0,2.36,3.07,5678.0,1990.0,2600.0,74.0,55.0,1174.0,3947.0,4404.0,5720.0,5822.0,165.0,220.0,55.0,165.0,165.0,5235.0,5822.0,91
1,51595,2525.0,732.0,673.0,2.23,2.95,5636.0,2032.0,2671.0,135.0,70.0,1211.0,4000.0,4480.0,5778.0,5850.0,170.0,234.0,64.0,170.0,170.0,5300.0,5850.0,69.83333333333333
2,51595,2486.0,754.0,675.0,2.25,2.84,5603.0,2189.0,2591.0,142.0,75.0,1159.0,3941.0,4537.0,5771.0,5825.0,168.0,257.0,89.0,168.0,168.0,5339.0,5825.0,44.83333333333333
3,51595,2488.0,791.0,678.0,2.23,2.87,5547.0,2145.0,2577.0,164.0,88.0,1257.0,3962.0,4513.0,5749.0,5773.0,164.0,172.0,8.0,164.0,164.0,5355.0,5773.0,41
4,51595,2420.0,787.0,629.0,2.25,2.96,5453.0,2100.0,2524.0,179.0,104.0,1347.0,3843.0,4424.0,5666.0,5682.0,128.0,143.0,15.0,128.0,128.0,5323.0,5682.0,14
5,51595,2459.0,826.0,720.0,2.21,2.9,5432.0,2082.0,2508.0,205.0,124.0,1392.0,3930.0,4357.0,5647.0,5672.0,227.0,258.0,31.0,227.0,227.0,5373.0,5672.0,31.333333333333332
6,51595,2210.0,758.0,612.0,2.41,3.06,5324.0,2057.0,2375.0,143.0,111.0,1351.0,3699.0,4185.0,5542.0,5565.0,199.0,247.0,48.0,199.0,199.0,5263.0,5565.0,48.666666666666664
0,51600,8524.0,2478.0,1911.0,2.52,3.08,21451.0,8985.0,9497.0,510.0,76.0,5532.0,15503.0,17477.0,21725.0,22058.0,5596.0,6145.0,549.0,5596.0,5596.0,20872.0,22058.0,148
1,51600,8470.0,2570.0,1995.0,2.58,3.12,21817.0,9060.0,9584.0,546.0,96.0,5778.0,15425.0,17622.0,21961.0,22277.0,5398.0,6023.0,625.0,5398.0,5398.0,21000.0,22277.0,95.5
2,51600,8519.0,2521.0,2020.0,2.61,3.06,22233.0,9147.0,9826.0,426.0,88.0,5817.0,15909.0,17966.0,22387.0,22712.0,5533.0,6058.0,525.0,5533.0,5533.0,21358.0,22712.0,43
3,51600,8492.0,2618.0,2129.0,2.65,3.09,22522.0,9280.0,9798.0,452.0,99.0,6154.0,16017.0,18062.0,22673.0,23027.0,5802.0,6304.0,502.0,5802.0,5802.0,21550.0,23027.0,123
4,51600,8480.0,2509.0,2241.0,2.71,3.16,22973.0,9398.0,9943.0,409.0,112.0,6363.0,16327.0,18360.0,23152.0,23507.0,5876.0,6365.0,489.0,5876.0,5876.0,21806.0,23507.0,11
5,51600,8467.0,2626.0,2246.0,2.7,3.07,22832.0,9431.0,9936.0,439.0,130.0,6183.0,16493.0,18490.0,23012.0,23402.0,6303.0,6905.0,602.0,6303.0,6303.0,21881.0,23402.0,17
6,51600,8476.0,2621.0,2276.0,2.72,3.08,23028.0,9533.0,10043.0,437.0,130.0,6178.0,16617.0,18618.0,23269.0,23620.0,6612.0,7173.0,561.0,6612.0,6612.0,22104.0,23620.0,76
